"Player","Born","minAge","MP","Starts","Min","Full90s","G","A","NPG","PK","G90","NPG90","A90","NPG+A90","Over27"
"Alexis Trujillo",1965,33,50,34,3113,34.6,3,2,2,1,0.08673305493093479,0.0578220366206232,0.0578220366206232,0.1156440732412464,"*"
"Alexis Zapata",1995,19,1,0,8,0.1,0,0,0,0,0,0,0,0,""
"Alexy Bosetti",1993,18,75,25,2678,29.8,10,3,10,0,0.33607169529499625,0.33607169529499625,0.10082150858849888,0.4368932038834951,""
"Alf-Inge Håland",1972,21,180,154,14714,163.5,18,5,18,0,0.11009922522767432,0.11009922522767432,0.030583118118798425,0.14068234334647275,""
"Alfa Semedo",1997,20,3,0,45,0.5,0,0,0,0,0,0,0,0,""
"Alfie Mawson",1994,22,80,78,6981,77.6,6,1,6,0,0.07735281478298238,0.07735281478298238,0.01289213579716373,0.09024495058014612,""
"Alfon",1999,21,2,0,34,0.4,0,0,0,0,0,0,0,0,""
"Alfons Amade",1999,18,1,0,9,0.1,0,0,0,0,0,0,0,0,""
"Alfons Groenendijk",1964,29,9,9,622,6.9,0,1,0,0,0,0,0.14469453376205788,0.14469453376205788,"*"
"Alfonso Camorani",1978,26,32,20,1719,19.1,0,2,0,0,0,0,0.10471204188481675,0.10471204188481675,""
"Alfonso De Lucia",1983,17,47,43,3973,44.1,0,0,0,0,0,0,0,0,""
"Alfonso Espino",1992,28,57,56,4851,53.9,2,4,2,0,0.03710575139146567,0.03710575139146567,0.07421150278293134,0.11131725417439702,"*"
"Alfonso Garcia",1969,29,22,4,514,5.7,1,0,1,0,0.17509727626459143,0.17509727626459143,0,0.17509727626459143,"*"
"Alfonso Pedraza",1996,18,139,101,9131,101.5,8,13,8,0,0.0788522615266674,0.0788522615266674,0.1281349249808345,0.20698718650750192,""
"Alfonso Pérez",1972,25,122,80,7617,84.6,28,8,21,7,0.3308389129578574,0.24812918471839307,0.09452540370224498,0.34265458842063806,""
"Alfonso Vera",1973,24,56,33,3301,36.7,1,1,1,0,0.02726446531354135,0.02726446531354135,0.02726446531354135,0.0545289306270827,""
"Alfred Duncan",1993,19,237,163,14903,165.6,10,23,10,0,0.06039052539757096,0.06039052539757096,0.1388982084144132,0.19928873381198414,""
"Alfreð Finnbogason",1989,25,136,87,7935,88,39,10,30,9,0.44234404536862,0.3402646502835539,0.11342155009451796,0.45368620037807184,""
"Alfred Gomis",1993,23,112,110,9834,109.3,0,0,0,0,0,0,0,0,""
"Alfred N'Diaye",1990,18,151,128,10989,122.1,3,3,3,0,0.024570024570024572,0.024570024570024572,0.024570024570024572,0.049140049140049144,""
"Alfred Nijhuis",1966,33,34,19,1811,20.1,2,0,2,0,0.09939260077305358,0.09939260077305358,0,0.09939260077305358,"*"
"Alfredo",1972,27,92,68,6197,68.9,5,6,5,0,0.07261578182991771,0.07261578182991771,0.08713893819590124,0.15975472002581895,"*"
"Alfredo Aglietti",1970,28,12,10,738,8.2,2,0,2,0,0.24390243902439024,0.24390243902439024,0,0.24390243902439024,"*"
"Alfredo Argensó",1974,25,31,31,2747,30.5,0,0,0,0,0,0,0,0,""
"Alfredo Cariello",1979,25,22,5,574,6.4,2,2,2,0,0.313588850174216,0.313588850174216,0.313588850174216,0.627177700348432,""
"Alfredo Donnarumma",1990,28,31,20,1684,18.7,7,2,5,2,0.37410926365795727,0.2672209026128266,0.10688836104513065,0.37410926365795727,"*"
"Alfredo Morales",1990,21,109,74,6918,76.8,4,5,4,0,0.052038161318300094,0.052038161318300094,0.0650477016478751,0.1170858629661752,""
"Alfredo Ortuño",1991,23,5,2,247,2.7,0,1,0,0,0,0,0.3643724696356275,0.3643724696356275,""
"Alfredo Santaelena",1967,31,1,1,48,0.5,0,0,0,0,0,0,0,0,"*"
"Alharbi El Jadeyaoui",1986,27,26,13,1356,15.1,3,0,3,0,0.19911504424778761,0.19911504424778761,0,0.19911504424778761,"*"
"Alhassan Wakaso",1992,24,13,8,683,7.6,0,0,0,0,0,0,0,0,""
"Alhassane Keita",1983,25,47,5,1044,11.6,8,0,8,0,0.689655172413793,0.689655172413793,0,0.689655172413793,""
"Ali Adnan Kadhim",1993,21,68,49,4616,51.3,1,2,1,0,0.01949740034662045,0.01949740034662045,0.0389948006932409,0.058492201039861344,""
"Ali Ahamada",1991,18,133,131,11800,131.1,1,0,1,0,0.007627118644067797,0.007627118644067797,0,0.007627118644067797,""
"Ali Al-Habsi",1981,25,111,111,9990,111,0,1,0,0,0,0,0.009009009009009009,0.009009009009009009,""
"Ali Benarbia",1968,30,75,58,5296,58.9,3,16,3,0,0.05098187311178248,0.05098187311178248,0.2719033232628399,0.3228851963746224,"*"
"Ali Boumnijel",1966,33,11,7,765,8.5,0,0,0,0,0,0,0,0,"*"
"Ali Daei",1969,30,59,20,2491,27.7,6,4,6,0,0.21678040947410682,0.21678040947410682,0.14452027298273787,0.36130068245684466,"*"
"Ali Dia",1965,30,1,0,53,0.6,0,0,0,0,0,0,0,0,"*"
"Ali Güneş",1978,20,14,9,723,8,2,0,2,0,0.24896265560165975,0.24896265560165975,0,0.24896265560165975,""
"Ali Karimi",1978,26,34,18,1613,17.900000000000002,3,4,3,0,0.16738995660260383,0.16738995660260383,0.22318660880347177,0.3905765654060756,""
"Ali Lukunku",1976,27,1,0,79,0.9,0,0,0,0,0,0,0,0,"*"
"Ali M'Madi",1990,21,16,7,662,7.4,1,0,1,0,0.13595166163141995,0.13595166163141995,0,0.13595166163141995,""
"Ali Mathlouthi",1987,20,3,0,39,0.4,0,0,0,0,0,0,0,0,""
"Ali Samereh",1977,23,6,1,186,2.1,0,0,0,0,0,0,0,0,""
"Ali Sami Yachir",1985,18,1,0,17,0.2,0,0,0,0,0,0,0,0,""
"Ali Sowe",1994,18,2,0,27,0.3,0,0,0,0,0,0,0,0,""
"Ali Zitouni",1981,24,1,1,65,0.7,0,0,0,0,0,0,0,0,""
"Alidu Seidu",2000,18,11,7,602,6.7,0,0,0,0,0,0,0,0,""
"Alin Toșca",1992,24,36,35,3094,34.4,0,0,0,0,0,0,0,0,""
"Aliou Cissé",1976,23,122,91,8295,92.1,3,1,3,0,0.0325497287522604,0.0325497287522604,0.0108499095840868,0.0433996383363472,""
"Alioum Saidou",1978,28,33,32,2785,30.9,0,1,0,0,0,0,0.03231597845601437,0.03231597845601437,"*"
"Alioune Fall",1994,19,8,3,371,4.1,0,0,0,0,0,0,0,0,""
"Alioune Touré",1978,20,46,9,1345,14.9,2,1,2,0,0.13382899628252787,0.13382899628252787,0.06691449814126393,0.2007434944237918,""
"Alireza Jahanbakhsh",1993,24,50,21,1859,20.700000000000003,2,1,2,0,0.09682625067240451,0.09682625067240451,0.048413125336202255,0.14523937600860676,""
"Alireza Mansourian",1971,29,4,2,193,2.1,0,0,0,0,0,0,0,0,"*"
"Alisson",1992,24,161,161,14423,160.3,1,2,1,0,0.006240033280177494,0.006240033280177494,0.012480066560354988,0.01872009984053248,""
"Aljaž Struna",1990,24,22,22,1836,20.4,1,0,1,0,0.04901960784313726,0.04901960784313726,0,0.04901960784313726,""
"Aljoša Asanović",1965,30,38,37,3181,35.3,7,4,3,4,0.19805092738132665,0.08487896887771142,0.11317195850361521,0.19805092738132662,"*"
"Alkhaly Momo Cissé",2002,17,5,0,38,0.4,0,0,0,0,0,0,0,0,""
"Allan",1991,21,307,266,23669,263.1,12,35,12,0,0.045629304153111665,0.045629304153111665,0.1330854704465757,0.17871477459968738,""
"Allan",1997,19,19,10,974,10.9,0,0,0,0,0,0,0,0,""
"Allan Gaarde",1975,25,8,1,182,2,0,1,0,0,0,0,0.4945054945054945,0.4945054945054945,""
"Allan Johnston",1973,22,23,17,1289,14.3,2,0,2,0,0.13964313421256788,0.13964313421256788,0,0.13964313421256788,""
"Allan McGregor",1982,31,52,52,4568,50.8,0,0,0,0,0,0,0,0,"*"
"Allan Nielsen",1971,25,98,79,7435,82.6,11,8,11,0,0.13315400134498992,0.13315400134498992,0.09683927370544722,0.22999327505043715,""
"Allan Nyom",1988,23,321,300,25704,285.6,4,10,4,0,0.014005602240896359,0.014005602240896359,0.0350140056022409,0.049019607843137254,""
"Allan Olesen",1974,26,14,10,931,10.3,0,0,0,0,0,0,0,0,""
"Allan Saint-Maximin",1997,16,201,158,14168,157.4,23,22,22,1,0.14610389610389612,0.13975155279503104,0.13975155279503104,0.2795031055900621,""
"Allan Smart",1974,25,14,13,1061,11.8,5,1,5,0,0.4241281809613572,0.4241281809613572,0.08482563619227144,0.5089538171536286,""
"Allan Tchaptchet",2001,18,1,0,13,0.1,0,0,0,0,0,0,0,0,""
"Allann Petitjean",1974,27,1,0,33,0.4,0,0,0,0,0,0,0,0,"*"
"Ally Pickering",1967,26,64,53,5124,56.9,0,7,0,0,0,0,0.12295081967213115,0.12295081967213115,""
"Almami Moreira",1978,26,22,17,1353,15,3,3,3,0,0.19955654101995565,0.19955654101995565,0.19955654101995565,0.3991130820399113,""
"Almamy Touré",1996,18,105,78,6926,76.9,7,10,7,0,0.09096159399364713,0.09096159399364713,0.12994513427663876,0.2209067282702859,""
"Almen Abdi",1986,22,87,49,4313,47.8,2,0,2,0,0.04173429167632738,0.04173429167632738,0,0.04173429167632738,""
"Almog Cohen",1988,21,109,71,6324,70.2,9,4,8,1,0.12808349146110057,0.11385199240986718,0.05692599620493359,0.17077798861480076,""
"Alois Confais",1996,18,30,17,1820,20.2,0,1,0,0,0,0,0.04945054945054945,0.04945054945054945,""
"Aloísio",1975,24,92,74,6328,70.4,24,11,22,2,0.3413400758533502,0.31289506953223767,0.15644753476611883,0.4693426042983565,""
"Alou Diarra",1981,21,342,306,26831,298.2,24,7,23,1,0.08050389474861168,0.07714956580075286,0.02348030263501174,0.1006298684357646,""
"Aloys Nong",1983,29,6,0,86,1,0,0,0,0,0,0,0,0,"*"
"Alpay Özalan",1973,27,79,77,6714,74.5,2,0,2,0,0.02680965147453083,0.02680965147453083,0,0.02680965147453083,"*"
"Alphonse Areola",1993,19,183,181,16340,181.5,0,0,0,0,0,0,0,0,""
"Alphonso Davies",2000,17,74,61,5343,59.4,5,10,5,0,0.08422234699606962,0.08422234699606962,0.16844469399213924,0.25266704098820886,""
"Alphousseyni Keita",1985,21,16,9,826,9.2,0,0,0,0,0,0,0,0,""
"Altin Lala",1975,26,181,149,12953,143.9,1,4,1,0,0.006948197328804138,0.006948197328804138,0.027792789315216553,0.03474098664402069,""
"Altin Rraklli",1970,29,62,48,3865,42.900000000000006,10,5,6,4,0.2328589909443726,0.13971539456662355,0.1164294954721863,0.25614489003880986,"*"
"Alton Thelwell",1980,19,18,13,1259,13.9,0,0,0,0,0,0,0,0,""
"Alun Armstrong",1975,23,71,39,3702,41.1,14,3,14,0,0.34035656401944897,0.34035656401944897,0.07293354943273905,0.413290113452188,""
"Álvaro",1977,22,192,189,16726,185.9,16,5,16,0,0.08609350711467177,0.08609350711467177,0.02690422097333493,0.1129977280880067,""
"Álvaro Aguirre",2000,18,1,0,9,0.1,0,0,0,0,0,0,0,0,""
"Álvaro Ampuero",1992,19,5,4,298,3.3,0,0,0,0,0,0,0,0,""
"Álvaro Antón",1983,18,8,5,415,4.6,0,0,0,0,0,0,0,0,""
"Álvaro Arbeloa",1983,21,245,214,19194,213.4,5,13,5,0,0.02344482650828384,0.02344482650828384,0.06095654892153798,0.08440137542982182,""
"Álvaro Arroyo",1988,23,33,29,2587,28.7,1,0,1,0,0.03478933127174333,0.03478933127174333,0,0.03478933127174333,""
"Álvaro Bastida",2004,16,7,2,232,2.6,0,0,0,0,0,0,0,0,""
"Álvaro Bravo",1998,22,1,0,15,0.2,0,0,0,0,0,0,0,0,""
"Álvaro Cejudo",1984,26,156,120,10057,111.8,12,16,12,0,0.10738788903251466,0.10738788903251466,0.14318385204335288,0.25057174107586755,""
"Álvaro Domínguez",1989,19,157,146,13174,146.3,8,4,8,0,0.05465310459996964,0.05465310459996964,0.02732655229998482,0.08197965689995446,""
"Álvaro Fernández",1998,18,35,34,3105,34.5,0,0,0,0,0,0,0,0,""
"Álvaro García",1992,20,63,40,3808,42.300000000000004,9,4,9,0,0.21271008403361344,0.21271008403361344,0.09453781512605042,0.3072478991596639,""
"Álvaro Giménez",1991,20,43,14,1521,16.8,4,1,4,0,0.2366863905325444,0.2366863905325444,0.0591715976331361,0.2958579881656805,""
"Álvaro González",1984,25,117,79,7319,81.4,4,7,4,0,0.04918704741084848,0.04918704741084848,0.08607733296898483,0.1352643803798333,""
"Álvaro González",1990,20,291,283,25437,282.6,7,9,7,0,0.024767071588630736,0.024767071588630736,0.031843377756810946,0.05661044934544168,""
"Álvaro Gutiérrez",1968,30,1,0,11,0.1,0,0,0,0,0,0,0,0,"*"
"Álvaro Jiménez",1995,22,22,6,763,8.5,1,1,1,0,0.11795543905635648,0.11795543905635648,0.11795543905635648,0.23591087811271297,""
"Álvaro Jurado",1981,19,3,2,184,2,0,0,0,0,0,0,0,0,""
"Álvaro Lemos",1993,23,5,5,438,4.9,1,0,1,0,0.2054794520547945,0.2054794520547945,0,0.2054794520547945,""
"Álvaro Medrán",1994,20,77,48,4620,51.4,9,1,9,0,0.17532467532467533,0.17532467532467533,0.01948051948051948,0.19480519480519481,""
"Álvaro Mejía",1982,21,82,68,6429,71.4,2,0,2,0,0.027998133457769483,0.027998133457769483,0,0.027998133457769483,""
"Álvaro Morata",1992,17,280,164,15045,167.1,90,39,86,4,0.5383848454636092,0.5144566301096709,0.23330009970089732,0.7477567298105683,""
"Álvaro Negredo",1985,21,390,308,26483,294.2,142,41,119,23,0.48257372654155495,0.4044103764679228,0.13933466752256166,0.5437450439904845,""
"Álvaro Novo",1978,21,182,126,11537,128.2,12,19,11,1,0.09361185750195025,0.08581086937678772,0.1482187743780879,0.23402964375487562,""
"Álvaro Núñez",1973,26,83,83,7470,83,0,0,0,0,0,0,0,0,""
"Álvaro Odriozola",1995,20,105,92,8207,91.1,3,12,3,0,0.03289874497380285,0.03289874497380285,0.1315949798952114,0.16449372486901426,""
"Álvaro Pereira",1985,26,39,30,2775,30.8,1,4,1,0,0.032432432432432434,0.032432432432432434,0.12972972972972974,0.16216216216216217,""
"Álvaro Recoba",1976,22,207,142,12377,137.5,62,52,57,5,0.4508362284883251,0.4144784681263634,0.37812070776440176,0.7925991758907651,""
"Álvaro Rubio",1979,24,204,185,16100,178.9,4,6,4,0,0.02236024844720497,0.02236024844720497,0.03354037267080746,0.05590062111801243,""
"Álvaro Santos",1980,26,64,34,3209,35.6,13,4,8,5,0.36459956372701774,0.22436896229354938,0.11218448114677469,0.33655344344032406,""
"Alvaro Sanz",2001,18,2,0,29,0.3,0,0,0,0,0,0,0,0,""
"Álvaro Tejero",1996,20,21,17,1560,17.3,0,0,0,0,0,0,0,0,""
"Álvaro Vadillo",1994,16,67,34,3028,33.699999999999996,3,5,2,1,0.0891677675033025,0.059445178335535004,0.14861294583883752,0.20805812417437253,""
"Álvaro Vázquez",1991,19,167,93,8760,97.2,26,8,24,2,0.2671232876712329,0.24657534246575344,0.0821917808219178,0.3287671232876712,""
"Alvin Martin",1958,35,45,40,3523,39.1,2,2,2,0,0.0510928186204939,0.0510928186204939,0.0510928186204939,0.1021856372409878,"*"
"Aly Abeid",1997,19,1,1,77,0.9,0,0,0,0,0,0,0,0,""
"Aly Cissokho",1987,21,176,164,14646,162.8,3,6,3,0,0.01843506759524785,0.01843506759524785,0.0368701351904957,0.05530520278574355,""
"Aly Mallé",1998,18,11,6,508,5.6,0,0,0,0,0,0,0,0,""
"Aly Ndom",1996,19,20,8,755,8.4,0,0,0,0,0,0,0,0,""
"Amad Diallo",2002,17,7,2,207,2.3,1,1,1,0,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.8695652173913043,""
"Amadeus Wallschläger",1985,20,1,0,2,0,0,0,0,0,0,0,0,0,""
"Amador",1968,29,8,7,669,7.4,0,0,0,0,0,0,0,0,"*"
"Amadou Alassane",1983,25,32,27,2555,28.4,10,1,10,0,0.3522504892367906,0.3522504892367906,0.03522504892367906,0.38747553816046965,""
"Amadou Diambo",2001,19,1,0,3,0,0,0,0,0,0,0,0,0,""
"Amadou Diawara",1997,18,127,82,7439,82.6,3,2,2,1,0.036295200967872025,0.02419680064524802,0.02419680064524802,0.04839360129049604,""
"Amadou Haidara",1998,20,76,43,4210,46.8,7,3,7,0,0.1496437054631829,0.1496437054631829,0.06413301662707839,0.21377672209026127,""
"Amadou Mbengue",2002,18,8,4,488,5.4,0,0,0,0,0,0,0,0,""
"Amadou Onana",2001,18,21,6,736,8.2,0,0,0,0,0,0,0,0,""
"Amadou Sidibé",1986,22,23,17,1535,17,0,0,0,0,0,0,0,0,""
"Amadou Soukouna",1992,19,2,2,108,1.2,1,0,1,0,0.8333333333333333,0.8333333333333333,0,0.8333333333333333,""
"Amadou Traore",2002,18,20,0,323,3.6,0,1,0,0,0,0,0.2786377708978328,0.2786377708978328,""
"Amara Diané",1982,22,105,68,6495,72.2,25,4,25,0,0.3464203233256351,0.3464203233256351,0.05542725173210162,0.4018475750577367,""
"Amaral",1973,27,33,23,2187,24.299999999999997,0,0,0,0,0,0,0,0,"*"
"Amath",1996,21,75,56,4678,51.9,4,6,4,0,0.07695596408721675,0.07695596408721675,0.11543394613082514,0.1923899102180419,""
"Amato Ciciretti",1993,23,18,10,946,10.5,2,1,2,0,0.19027484143763215,0.19027484143763215,0.09513742071881608,0.2854122621564482,""
"Amauri",1980,20,334,248,22541,250.5,85,25,78,7,0.3393815713588572,0.3114325007763631,0.09981810922319329,0.41125060999955637,""
"Amaury Bischoff",1987,21,1,0,27,0.3,0,0,0,0,0,0,0,0,""
"Ambroise Oyongo",1991,26,67,56,4921,54.6,4,1,4,0,0.07315586262954685,0.07315586262954685,0.018288965657386712,0.09144482828693357,""
"Amdy Faye",1977,22,207,176,15493,172.1,4,3,4,0,0.02323630026463564,0.02323630026463564,0.017427225198476733,0.040663525463112374,""
"Amedeo Carboni",1965,33,216,205,17954,199.5,1,6,1,0,0.005012810515762504,0.005012810515762504,0.030076863094575024,0.035089673610337525,"*"
"Amedeo Mangone",1968,30,110,103,9089,101,0,3,0,0,0,0,0.02970623831004511,0.02970623831004511,"*"
"Amer Gojak",1997,23,15,6,475,5.3,1,1,1,0,0.18947368421052632,0.18947368421052632,0.18947368421052632,0.37894736842105264,""
"Amidu Salifu",1992,17,25,10,990,11,0,0,0,0,0,0,0,0,""
"Amin Erbati",1981,27,12,12,944,10.5,0,1,0,0,0,0,0.09533898305084745,0.09533898305084745,"*"
"Amin Tighazoui",1989,19,1,0,26,0.3,0,0,0,0,0,0,0,0,""
"Amin Younes",1993,17,73,29,2777,30.9,8,6,8,0,0.2592725963269716,0.2592725963269716,0.19445444724522865,0.45372704357220023,""
"Amine Adli",2000,19,26,11,1090,12.1,3,2,3,0,0.24770642201834864,0.24770642201834864,0.1651376146788991,0.41284403669724773,""
"Amine Bassi",1997,18,6,3,274,3,0,0,0,0,0,0,0,0,""
"Amine Chermiti",1987,20,19,4,421,4.7,0,1,0,0,0,0,0.2137767220902613,0.2137767220902613,""
"Amine Gouiri",2000,17,68,53,4768,52.9,22,14,15,7,0.415268456375839,0.28313758389261745,0.26426174496644295,0.5473993288590604,""
"Amine Harit",1997,19,145,112,10030,111.5,14,15,12,2,0.12562313060817548,0.10767696909272183,0.1345962113659023,0.24227318045862412,""
"Amine Linganzi",1989,18,5,1,196,2.1,0,0,0,0,0,0,0,0,""
"Amir Abrashi",1990,26,60,44,3683,41,1,0,1,0,0.024436600597339125,0.024436600597339125,0,0.024436600597339125,""
"Amir Rrahmani",1994,25,76,72,6439,71.6,4,1,4,0,0.0559093026867526,0.0559093026867526,0.01397732567168815,0.06988662835844076,""
"Amir Shapourzadeh",1982,21,16,6,598,6.6,0,0,0,0,0,0,0,0,""
"Ammar Jemal",1987,24,16,13,1175,13,1,0,1,0,0.07659574468085106,0.07659574468085106,0,0.07659574468085106,""
"Amor Kehiha",1977,26,12,6,650,7.2,0,0,0,0,0,0,0,0,""
"Amos Pieper",1998,22,50,50,4442,49.400000000000006,1,1,1,0,0.020261143628995948,0.020261143628995948,0.020261143628995948,0.040522287257991896,""
"Amos Youga",1992,22,18,14,1140,12.7,0,1,0,0,0,0,0.07894736842105263,0.07894736842105263,""
"Amr Zaki",1983,25,35,24,2292,25.4,10,1,6,4,0.39267015706806285,0.23560209424083772,0.03926701570680628,0.274869109947644,""
"Anaitz Arbilla",1987,25,210,183,16786,186.6,6,7,6,0,0.032169665197188134,0.032169665197188134,0.03753127606338615,0.06970094126057429,""
"Anas Ouahim",1997,19,1,0,19,0.2,0,0,0,0,0,0,0,0,""
"Anastasios Donis",1996,19,89,34,3393,37.8,12,5,12,0,0.3183023872679045,0.3183023872679045,0.1326259946949602,0.45092838196286467,""
"Anatoliy Tymoshchuk",1979,30,86,56,5195,57.6,4,1,4,0,0.06929740134744947,0.06929740134744947,0.017324350336862367,0.08662175168431183,"*"
"Anđelko Savić",1993,19,1,0,14,0.2,0,0,0,0,0,0,0,0,""
"Ander Barrenetxea",2001,16,68,27,2695,29.9,5,1,5,0,0.16697588126159554,0.16697588126159554,0.03339517625231911,0.20037105751391465,""
"Ander Capa",1992,22,222,189,16966,188.5,10,15,10,0,0.05304727101261346,0.05304727101261346,0.0795709065189202,0.13261817753153365,""
"Ander Garitano",1969,29,89,51,4650,51.7,5,5,3,2,0.0967741935483871,0.05806451612903226,0.0967741935483871,0.15483870967741936,"*"
"Ander Gayoso",1993,22,1,0,6,0.1,0,0,0,0,0,0,0,0,""
"Ander Guevara",1997,21,60,47,3916,43.5,1,1,1,0,0.022982635342185906,0.022982635342185906,0.022982635342185906,0.04596527068437181,""
"Ander Herrera",1989,19,345,265,23872,265.3,28,39,27,1,0.10556300268096513,0.10179289544235925,0.14703418230563003,0.2488270777479893,""
"Ander Iturraspe",1989,19,240,169,15136,168.3,3,8,3,0,0.017838266384778013,0.017838266384778013,0.04756871035940804,0.06540697674418605,""
"Ander Martin",2000,18,2,1,76,0.8,0,0,0,0,0,0,0,0,""
"Ander Murillo",1983,18,132,104,9675,107.5,1,3,1,0,0.009302325581395349,0.009302325581395349,0.02790697674418605,0.037209302325581395,""
"Anders Andersson",1974,23,4,1,78,0.9,0,0,0,0,0,0,0,0,""
"Anders Christiansen",1990,24,4,2,236,2.6,0,0,0,0,0,0,0,0,""
"Anders Konradsen",1990,22,49,32,3077,34.2,3,1,3,0,0.08774780630484239,0.08774780630484239,0.029249268768280795,0.11699707507312318,""
"Anders Limpar",1965,26,99,73,6037,67,7,12,7,0,0.10435646844459168,0.10435646844459168,0.17889680304787145,0.28325327149246315,""
"Anders Lindegaard",1984,27,19,19,1710,19,0,0,0,0,0,0,0,0,"*"
"Anders Svensson",1976,25,127,97,8564,95.1,10,11,10,0,0.10509107893507706,0.10509107893507706,0.11560018682858476,0.22069126576366183,""
"Anderson",1980,27,12,11,963,10.7,1,0,1,0,0.09345794392523364,0.09345794392523364,0,0.09345794392523364,"*"
"Anderson",1983,19,2,1,101,1.1,0,0,0,0,0,0,0,0,""
"Anderson",1988,19,112,74,6421,71.3,5,7,5,0,0.07008254166017754,0.07008254166017754,0.09811555832424856,0.16819809998442609,""
"Anderson Bamba",1988,22,78,73,6504,72.3,1,4,1,0,0.013837638376383764,0.013837638376383764,0.055350553505535055,0.06918819188191883,""
"Anderson Conceição",1989,22,16,14,1242,13.8,0,0,0,0,0,0,0,0,""
"Anderson Lima",1999,19,10,0,127,1.4,0,0,0,0,0,0,0,0,""
"Anderson Lucoqui",1997,23,30,24,2113,23.5,1,0,1,0,0.04259346900141978,0.04259346900141978,0,0.04259346900141978,""
"Anderson Ordóñez",1994,22,4,3,183,2,0,0,0,0,0,0,0,0,""
"Anderson Silva",1982,20,54,38,3332,37,2,1,2,0,0.054021608643457376,0.054021608643457376,0.027010804321728688,0.08103241296518607,""
"Andi Lila",1986,28,13,9,717,8,2,0,2,0,0.2510460251046025,0.2510460251046025,0,0.2510460251046025,"*"
"Andi Zeqiri",1999,21,26,11,1096,12.200000000000001,2,1,2,0,0.16423357664233576,0.16423357664233576,0.08211678832116788,0.24635036496350365,""
"Andoni Gorosabel",1996,20,74,59,5089,56.5,0,2,0,0,0,0,0.03537040675967774,0.03537040675967774,""
"Andoni Imaz",1971,26,28,16,1358,15.100000000000001,1,1,1,0,0.0662739322533137,0.0662739322533137,0.0662739322533137,0.1325478645066274,""
"Andoni Iraola",1982,21,406,376,33552,372.7,33,34,26,7,0.08851931330472103,0.06974248927038626,0.09120171673819742,0.16094420600858367,""
"Andoni López",1996,21,1,1,90,1,0,0,0,0,0,0,0,0,""
"Andranik Teymourian",1983,23,20,7,908,10.1,2,0,2,0,0.19823788546255508,0.19823788546255508,0,0.19823788546255508,""
"András Gosztonyi",1990,18,2,0,35,0.4,0,0,0,0,0,0,0,0,""
"András Schäfer",1999,18,1,0,13,0.1,0,0,0,0,0,0,0,0,""
"André",1990,19,8,1,179,2,0,0,0,0,0,0,0,0,""
"Andre-Frank Zambo Anguissa",1995,19,188,132,12582,139.8,2,4,2,0,0.01430615164520744,0.01430615164520744,0.02861230329041488,0.04291845493562232,""
"André-Pierre Gignac",1985,20,290,230,20945,232.9,103,21,99,4,0.44258772976844113,0.425399856767725,0.09023633325375985,0.5156361900214849,""
"André Auras",1991,21,8,4,380,4.2,0,0,0,0,0,0,0,0,""
"André Ayew",1989,17,271,221,19758,219.5,67,22,65,2,0.30519283328272095,0.296082599453386,0.10021257212268449,0.39629517157607047,""
"André Bergdølmo",1971,31,27,21,1925,21.4,0,0,0,0,0,0,0,0,"*"
"André Biancarelli",1970,29,6,3,374,4.1,0,0,0,0,0,0,0,0,"*"
"André Bikey",1985,21,65,47,4378,48.599999999999994,4,0,4,0,0.08222932846048424,0.08222932846048424,0,0.08222932846048424,""
"André Biyogo Poko",1993,19,73,48,4599,51.099999999999994,1,1,1,0,0.019569471624266144,0.019569471624266144,0.019569471624266144,0.03913894324853229,""
"André Breitenreiter",1973,25,50,32,3132,34.7,15,1,13,2,0.43103448275862066,0.3735632183908046,0.02873563218390805,0.40229885057471265,""
"André Carrillo",1991,26,28,16,1540,17.1,1,2,1,0,0.05844155844155844,0.05844155844155844,0.11688311688311688,0.17532467532467533,""
"André Castro",1988,22,44,37,3026,33.7,4,2,4,0,0.11896893588896232,0.11896893588896232,0.05948446794448116,0.1784534038334435,""
"André Cruz",1968,29,15,14,1251,13.9,1,0,1,0,0.07194244604316546,0.07194244604316546,0,0.07194244604316546,"*"
"André Dias",1979,30,111,106,9264,102.9,5,1,5,0,0.048575129533678756,0.048575129533678756,0.009715025906735751,0.05829015544041451,"*"
"André Fomitschow",1990,21,1,0,1,0,0,0,0,0,0,0,0,0,""
"André Gomes",1993,21,194,144,12644,140.5,11,9,11,0,0.07829800695982284,0.07829800695982284,0.0640620056944005,0.14236001265422332,""
"Andre Gray",1991,25,115,62,5878,65.3,23,7,21,2,0.35216059884314393,0.32153793807417486,0.10717931269139164,0.4287172507655665,""
"André Green",1998,17,2,0,59,0.7,0,0,0,0,0,0,0,0,""
"André Hahn",1990,21,233,167,15140,168.3,45,23,44,1,0.2675033025099075,0.261558784676354,0.13672391017173052,0.39828269484808454,""
"André Hoffmann",1993,19,89,75,6630,73.7,4,2,4,0,0.05429864253393665,0.05429864253393665,0.027149321266968326,0.08144796380090498,""
"André Hofschneider",1970,29,22,22,1829,20.3,0,1,0,0,0,0,0.04920721705850191,0.04920721705850191,"*"
"André Lenz",1973,27,47,42,3914,43.4,0,0,0,0,0,0,0,0,"*"
"André Lima",1985,22,16,10,969,10.8,2,0,2,0,0.18575851393188852,0.18575851393188852,0,0.18575851393188852,""
"André Luís Garcia",1979,26,15,11,902,10,0,0,0,0,0,0,0,0,""
