"Player","Born","minAge","MP","Starts","Min","Full90s","G","A","NPG","PK","G90","NPG90","A90","NPG+A90","Over27"
"Thomas Kleine",1977,23,63,35,3440,38.2,2,0,2,0,0.05232558139534883,0.05232558139534883,0,0.05232558139534883,""
"Thomas Kraft",1988,22,127,126,11189,124.3,0,0,0,0,0,0,0,0,""
"Thomas Lecossais",1981,20,6,5,469,5.2,0,0,0,0,0,0,0,0,""
"Thomas Lemar",1995,18,214,147,12884,143.2,23,35,23,0,0.1606643899410121,0.1606643899410121,0.2444892890406706,0.4051536789816827,""
"Thomas Linke",1969,29,139,131,11471,127.4,1,2,1,0,0.007845872199459506,0.007845872199459506,0.015691744398919013,0.023537616598378518,"*"
"Thomas Manfredini",1980,19,213,200,17251,191.6,5,4,5,0,0.026085444322068285,0.026085444322068285,0.02086835545765463,0.046953799779722916,""
"Thomas Mangani",1987,21,312,266,23205,257.90000000000003,25,28,8,17,0.09696186166774402,0.031027795733678087,0.1085972850678733,0.1396250808015514,""
"Thomas Meggle",1975,26,75,47,4464,49.6,11,3,8,3,0.2217741935483871,0.16129032258064516,0.06048387096774194,0.2217741935483871,""
"Thomas Meunier",1991,24,122,101,8998,100,11,16,11,0,0.1100244498777506,0.1100244498777506,0.16003556345854633,0.2700600133362969,""
"Thomas Monconduit",1991,26,136,111,9816,109.1,6,6,6,0,0.0550122249388753,0.0550122249388753,0.0550122249388753,0.1100244498777506,""
"Thomas Müller",1989,18,406,353,30557,339.4,136,151,122,14,0.40056288248191907,0.35932846810878033,0.44474261216742483,0.8040710802762052,""
"Thomas Myhre",1973,23,93,92,8294,92.2,0,0,0,0,0,0,0,0,""
"Thomas Ouwejan",1996,23,15,3,413,4.6,0,2,0,0,0,0,0.4358353510895884,0.4358353510895884,""
"Thomas Partey",1993,21,206,154,13769,152.9,17,10,17,0,0.11111918076839276,0.11111918076839276,0.06536422398140751,0.1764834047498003,""
"Thomas Paulus",1982,22,32,15,1735,19.2,1,0,1,0,0.05187319884726225,0.05187319884726225,0,0.05187319884726225,""
"Thomas Pledl",1994,18,12,3,393,4.4,0,2,0,0,0,0,0.45801526717557256,0.45801526717557256,""
"Thomas Rasmussen",1977,26,60,56,4623,51.400000000000006,7,7,6,1,0.136275146009085,0.11680726800778714,0.136275146009085,0.25308241401687215,""
"Thomas Rathgeber",1985,21,1,0,11,0.1,0,0,0,0,0,0,0,0,""
"Thomas Régnier",1984,20,1,0,35,0.4,0,0,0,0,0,0,0,0,""
"Thomas Reichenberger",1974,24,66,39,3656,40.6,9,1,9,0,0.2215536105032823,0.2215536105032823,0.02461706783369803,0.2461706783369803,""
"Thomas Reis",1973,26,30,20,1932,21.5,4,3,4,0,0.1863354037267081,0.1863354037267081,0.13975155279503104,0.32608695652173914,""
"Thomas Riedl",1976,23,141,106,9928,110.4,4,7,4,0,0.0362610797743755,0.0362610797743755,0.06345688960515714,0.09971796937953264,""
"Thomas Robson",1995,19,1,1,90,1,0,0,0,0,0,0,0,0,""
"Thomas Rytter",1974,27,86,83,7052,78.3,1,2,1,0,0.01276233692569484,0.01276233692569484,0.02552467385138968,0.03828701077708452,"*"
"Thomas Schneider",1972,26,51,40,3414,37.9,1,1,1,0,0.026362038664323375,0.026362038664323375,0.026362038664323375,0.05272407732864675,""
"Thomas Sobotzik",1974,24,34,22,2091,23.299999999999997,5,4,5,0,0.2152080344332855,0.2152080344332855,0.17216642754662842,0.38737446197991393,""
"Thomas Sørensen",1976,23,364,363,32189,357.6,0,1,0,0,0,0,0.002795986206468048,0.002795986206468048,""
"Thomas Stehle",1980,20,48,37,3245,36.1,3,1,3,0,0.08320493066255778,0.08320493066255778,0.02773497688751926,0.11093990755007704,""
"Thomas Stickroth",1965,35,10,10,823,9.1,0,0,0,0,0,0,0,0,"*"
"Thomas Strakosha",1995,21,153,152,13725,152.5,0,0,0,0,0,0,0,0,""
"Thomas Stratos",1966,32,31,31,2732,30.4,4,2,1,3,0.13177159590043924,0.03294289897510981,0.06588579795021962,0.09882869692532943,"*"
"Thomas Strunz",1968,31,14,9,875,9.7,0,2,0,0,0,0,0.20571428571428574,0.20571428571428574,"*"
"Thomas Thorninger",1972,28,1,0,9,0.1,0,0,0,0,0,0,0,0,"*"
"Thomas Touré",1993,19,61,28,2883,32.1,4,5,4,0,0.12486992715920915,0.12486992715920915,0.15608740894901146,0.2809573361082206,""
"Thomas Vermaelen",1985,23,153,128,11316,125.8,14,5,14,0,0.11134676564156946,0.11134676564156946,0.039766702014846236,0.1511134676564157,""
"Thomas Vincensini",1993,21,5,4,389,4.3,0,0,0,0,0,0,0,0,""
"Thomas Zampach",1969,29,11,8,548,6.1,1,0,1,0,0.16423357664233576,0.16423357664233576,0,0.16423357664233576,"*"
"Thorben Marx",1981,19,253,197,17128,190.2,11,18,8,3,0.05780009341429238,0.04203643157403082,0.09458197104156936,0.13661840261560018,""
"Þórður Guðjónsson",1973,26,64,28,2774,30.9,5,6,5,0,0.16222062004325882,0.16222062004325882,0.1946647440519106,0.3568853640951694,""
"Thorgan Hazard",1993,21,214,155,13975,155.3,43,46,35,8,0.27692307692307694,0.22540250447227192,0.2962432915921288,0.5216457960644008,""
"Thorstein Helstad",1977,31,63,38,3428,38.1,14,5,14,0,0.367561260210035,0.367561260210035,0.13127187864644108,0.49883313885647607,"*"
"Thorsten Fink",1967,31,89,66,5899,65.60000000000001,3,3,3,0,0.04577046957111375,0.04577046957111375,0.04577046957111375,0.0915409391422275,"*"
"Thorsten Kirschbaum",1987,26,9,9,810,9,0,0,0,0,0,0,0,0,""
"Thorsten Legat",1968,30,4,2,228,2.5,0,0,0,0,0,0,0,0,"*"
"Thorsten Nehrbauer",1978,24,2,0,7,0.1,0,0,0,0,0,0,0,0,""
"Thorsten Wittek",1976,24,1,0,4,0,0,0,0,0,0,0,0,0,""
"Þorvaldur Örlygsson",1966,25,20,15,1428,15.9,1,0,1,0,0.06302521008403361,0.06302521008403361,0,0.06302521008403361,""
"Thuler",1999,18,12,8,660,7.3,0,0,0,0,0,0,0,0,""
"Tiago Dantas",2000,19,2,1,69,0.8,0,0,0,0,0,0,0,0,""
"Tiago Djaló",2000,19,43,33,3048,33.8,1,1,1,0,0.02952755905511811,0.02952755905511811,0.02952755905511811,0.05905511811023622,""
"Tiago Gomes",1985,24,28,25,2105,23.4,2,1,2,0,0.0855106888361045,0.0855106888361045,0.04275534441805225,0.12826603325415675,""
"Tiago Ilori",1993,20,21,21,1826,20.3,1,1,1,0,0.04928806133625411,0.04928806133625411,0.04928806133625411,0.09857612267250822,""
"Tiago Mendes",1981,23,307,244,21463,238.5,30,24,30,0,0.12579788473186412,0.12579788473186412,0.10063830778549131,0.22643619251735542,""
"Tiago Pinto",1988,24,1,1,90,1,0,0,0,0,0,0,0,0,""
"Tiago Ribeiro",2002,18,1,0,2,0,0,0,0,0,0,0,0,0,""
"Tiago Tomás",2002,18,4,3,280,3.1,2,0,2,0,0.6428571428571428,0.6428571428571428,0,0.6428571428571428,""
"Tiberio Guarente",1985,21,146,118,10374,115.3,5,13,5,0,0.04337767495662233,0.04337767495662233,0.11278195488721804,0.15615962984384035,""
"Tibor Dombi",1973,25,15,6,876,9.7,0,2,0,0,0,0,0.2054794520547945,0.2054794520547945,""
"Tiemoué Bakayoko",1994,18,212,166,14751,163.9,10,7,10,0,0.06101281269066504,0.06101281269066504,0.04270896888346553,0.10372178157413056,""
"Tigrão",1982,22,3,1,50,0.6,0,0,0,0,0,0,0,0,""
"Tihomir Bulat",1974,27,17,17,1530,17,0,0,0,0,0,0,0,0,"*"
"Tijani Belaïd",1987,16,1,0,11,0.1,0,0,0,0,0,0,0,0,""
"Tiko",1976,22,198,117,11112,123.4,21,22,20,1,0.17008639308855292,0.16198704103671707,0.17818574514038876,0.34017278617710583,""
"Till Cissokho",2000,18,1,1,78,0.9,0,0,0,0,0,0,0,0,""
"Tim Albutat",1992,19,2,0,32,0.3,0,0,0,0,0,0,0,0,""
"Tim Borowski",1980,21,235,163,14735,163.6,32,23,32,0,0.1954530030539532,0.1954530030539532,0.14048184594502883,0.335934848998982,""
"Tim Breacker",1965,28,143,134,11856,131.7,3,11,3,0,0.02277327935222672,0.02277327935222672,0.08350202429149797,0.1062753036437247,"*"
"Tim Cahill",1979,24,226,210,17995,199.9,57,25,57,0,0.28507918866351767,0.28507918866351767,0.1250347318699639,0.41011392053348156,""
"Tim Civeja",2002,18,3,0,34,0.4,0,0,0,0,0,0,0,0,""
"Tim Danneberg",1986,19,7,3,292,3.3,0,0,0,0,0,0,0,0,""
"Tim Dierßen",1996,17,4,0,42,0.5,0,0,0,0,0,0,0,0,""
"Tim Flowers",1967,25,286,284,25359,281.8,0,2,0,0,0,0,0.007098071690524074,0.007098071690524074,""
"Tim Handwerker",1998,19,11,3,396,4.4,0,1,0,0,0,0,0.2272727272727273,0.2272727272727273,""
"Tim Hoogland",1985,19,59,42,3755,41.699999999999996,6,2,6,0,0.14380825565912117,0.14380825565912117,0.047936085219707054,0.19174434087882822,""
"Tim Howard",1979,24,399,398,35663,396.3,1,3,1,0,0.002523623923954799,0.002523623923954799,0.007570871771864398,0.010094495695819196,""
"Tim Iroegbunam",NA,18,1,0,5,0.1,0,0,0,0,0,0,0,0,""
"Tim Kleindienst",1995,21,26,14,1338,14.8,2,3,2,0,0.13452914798206278,0.13452914798206278,0.20179372197309417,0.3363228699551569,""
"Tim Krul",1988,22,212,211,19012,211.2,0,1,0,0,0,0,0.004733852303808121,0.004733852303808121,""
"Tim Leibold",1993,24,32,32,2765,30.7,0,2,0,0,0,0,0.0650994575045208,0.0650994575045208,""
"Tim Lemperle",2002,17,6,0,91,1,2,0,2,0,1.978021978021978,1.978021978021978,0,1.978021978021978,""
"Tim Maciejewski",2001,19,1,0,8,0.1,0,0,0,0,0,0,0,0,""
"Tim Matavž",1989,25,34,12,1359,15.1,3,1,3,0,0.1986754966887417,0.1986754966887417,0.06622516556291391,0.26490066225165565,""
"Tim Ream",1987,23,46,45,3847,42.7,0,1,0,0,0,0,0.023394853132310888,0.023394853132310888,""
"Tim Rieder",1993,22,5,2,216,2.4,0,0,0,0,0,0,0,0,""
"Tim Rubink",1988,18,1,1,45,0.5,0,0,0,0,0,0,0,0,""
"Tim Schraml",1993,20,1,0,1,0,0,0,0,0,0,0,0,0,""
"Tim Sebastian",1984,20,58,57,5121,56.9,2,0,2,0,0.0351493848857645,0.0351493848857645,0,0.0351493848857645,""
"Tim Sherwood",1969,23,341,320,28775,319.7,38,28,38,0,0.11885317115551694,0.11885317115551694,0.08757602085143354,0.20642919200695048,""
"Tim Siersleben",2000,20,1,0,34,0.4,0,0,0,0,0,0,0,0,""
"Tim Wiese",1981,20,269,268,23832,264.9,0,0,0,0,0,0,0,0,""
"Timm Klose",1988,23,92,85,7313,81.2,5,1,5,0,0.06153425406809791,0.06153425406809791,0.012306850813619583,0.0738411048817175,""
"Timmy Simons",1976,33,102,102,9128,101.4,11,3,4,7,0.10845749342681857,0.03943908851884312,0.029579316389132342,0.06901840490797546,"*"
"Timo Baumgartl",1996,18,105,101,9050,100.6,2,1,2,0,0.019889502762430938,0.019889502762430938,0.009944751381215469,0.029834254143646405,""
"Timo Becker",1997,22,30,22,1976,21.9,0,0,0,0,0,0,0,0,""
"Timo Gebhart",1989,19,100,64,5582,61.9,6,6,5,1,0.09673951988534575,0.08061626657112146,0.09673951988534575,0.1773557864564672,""
"Timo Hildebrand",1979,20,327,326,29354,326.2,0,0,0,0,0,0,0,0,""
"Timo Horn",1993,21,201,201,18039,200.4,0,0,0,0,0,0,0,0,""
"Timo Hübers",1996,21,17,17,1478,16.4,1,1,1,0,0.06089309878213803,0.06089309878213803,0.06089309878213803,0.12178619756427606,""
"Timo Kunert",1987,19,1,0,1,0,0,0,0,0,0,0,0,0,""
"Timo Lange",1968,31,60,49,4197,46.599999999999994,5,2,3,2,0.10721944245889921,0.06433166547533953,0.04288777698355969,0.10721944245889922,"*"
"Timo Letschert",1993,23,16,14,1079,12,0,0,0,0,0,0,0,0,""
"Timo Ochs",1981,27,2,2,122,1.4,0,0,0,0,0,0,0,0,"*"
"Timo Perthel",1989,19,12,8,762,8.5,0,0,0,0,0,0,0,0,""
"Timo Reus",1974,25,14,14,1215,13.5,0,0,0,0,0,0,0,0,""
"Timo Rost",1978,22,129,127,11028,122.5,6,8,6,0,0.04896626768226333,0.04896626768226333,0.06528835690968444,0.11425462459194777,""
"Timo Schultz",1977,32,4,0,45,0.5,0,0,0,0,0,0,0,0,"*"
"Timo Staffeldt",1984,23,24,8,870,9.6,0,1,0,0,0,0,0.10344827586206896,0.10344827586206896,""
"Timo Stavitski",1999,18,10,3,415,4.7,0,0,0,0,0,0,0,0,""
"Timo Wenzel",1977,22,106,92,8492,94.4,1,0,1,0,0.010598210080075365,0.010598210080075365,0,0.010598210080075365,""
"Timo Werner",1996,17,268,211,18745,208.2,98,45,91,7,0.4705254734595892,0.43691651106961854,0.2160576153640971,0.6529741264337157,""
"Timon Wellenreuther",1995,18,8,7,675,7.5,0,0,0,0,0,0,0,0,""
"Timothée Atouba",1982,22,101,92,8108,90.2,2,2,2,0,0.022200296003946723,0.022200296003946723,0.022200296003946723,0.044400592007893445,""
"Timothée Dieng",1992,20,2,2,152,1.7,0,0,0,0,0,0,0,0,""
"Timothée Kolodziejczak",1991,16,234,222,20096,223.4,8,10,8,0,0.035828025477707005,0.035828025477707005,0.044785031847133755,0.08061305732484075,""
"Timothée Nkada",1999,20,8,0,148,1.6,0,0,0,0,0,0,0,0,""
"Timothee Pembele",2002,17,30,18,1695,18.9,2,1,2,0,0.10619469026548672,0.10619469026548672,0.05309734513274336,0.1592920353982301,""
"Timothée Taufflieb",1992,22,1,0,4,0,0,0,0,0,0,0,0,0,""
"Timothy Castagne",1995,21,118,96,8893,98.9,7,9,7,0,0.07084223546609693,0.07084223546609693,0.09108287417069606,0.161925109636793,""
"Timothy Chandler",1990,20,243,198,18014,200.2,13,17,13,0,0.06494948373487287,0.06494948373487287,0.08493394026867992,0.1498834240035528,""
"Timothy Fosu-Mensah",1998,17,60,38,3435,38.1,0,1,0,0,0,0,0.026200873362445417,0.026200873362445417,""
"Timothy Tillman",1999,19,25,15,1423,15.8,1,2,1,0,0.06324666198172874,0.06324666198172874,0.12649332396345747,0.1897399859451862,""
"Timothy Weah",2000,17,56,20,2130,23.7,4,3,4,0,0.16901408450704225,0.16901408450704225,0.1267605633802817,0.29577464788732394,""
"Tin Jedvaj",1995,17,117,97,8644,96.2,5,1,5,0,0.052059231837112446,0.052059231837112446,0.01041184636742249,0.06247107820453494,""
"Tinga",1978,28,98,91,7788,86.5,9,10,9,0,0.10400616332819723,0.10400616332819723,0.11556240369799692,0.21956856702619415,"*"
"Tino Costa",1985,24,138,113,10040,111.5,19,16,16,3,0.1703187250996016,0.14342629482071714,0.14342629482071714,0.2868525896414343,""
"Tino Kadewere",1996,24,42,26,2310,25.6,11,3,11,0,0.4285714285714286,0.4285714285714286,0.11688311688311688,0.5454545454545455,""
"Titi Camara",1972,26,44,27,2439,27.2,9,1,9,0,0.33210332103321033,0.33210332103321033,0.03690036900369004,0.36900369003690037,""
"Tito",1971,28,15,7,569,6.4,0,0,0,0,0,0,0,0,"*"
"Tito",1985,26,202,188,16684,185.4,3,11,3,0,0.016183169503716135,0.016183169503716135,0.0593382881802925,0.07552145768400864,""
"Tito Subero",1970,28,18,18,1620,18,0,0,0,0,0,0,0,0,"*"
"Titus Bramble",1981,19,292,273,24717,274.7,10,3,10,0,0.036412185944896223,0.036412185944896223,0.010923655783468867,0.047335841728365094,""
"Tiziano De Patre",1968,29,53,49,4297,47.8,6,1,6,0,0.12566907144519432,0.12566907144519432,0.02094484524086572,0.14661391668606005,"*"
"Tiziano Polenghi",1978,26,33,32,2705,30.1,0,0,0,0,0,0,0,0,""
"Tobias Badila",1993,23,26,24,2252,25,1,0,1,0,0.039964476021314387,0.039964476021314387,0,0.039964476021314387,""
"Tobias Damm",1983,21,9,5,349,3.9,1,0,1,0,0.25787965616045844,0.25787965616045844,0,0.25787965616045844,""
"Tobias Grahn",1980,26,22,7,846,9.4,2,0,2,0,0.2127659574468085,0.2127659574468085,0,0.2127659574468085,""
"Tobias Kempe",1989,26,31,9,1291,14.3,0,3,0,0,0,0,0.209140201394268,0.209140201394268,""
"Tobias Levels",1986,19,128,120,10801,120,2,5,2,0,0.0166651235996667,0.0166651235996667,0.041662808999166745,0.05832793259883344,""
"Tobias Linderoth",1979,22,34,26,2356,26.2,0,3,0,0,0,0,0.11460101867572157,0.11460101867572157,""
"Tobias Mikkelsen",1986,25,6,0,98,1.1,0,0,0,0,0,0,0,0,""
"Tobias Nickenig",1984,23,1,0,1,0,0,0,0,0,0,0,0,0,""
"Tobias Pachonik",1995,18,2,1,125,1.4,0,0,0,0,0,0,0,0,""
"Tobias Raschl",2000,19,2,0,46,0.5,0,0,0,0,0,0,0,0,""
"Tobias Rathgeb",1982,25,30,30,2645,29.4,1,4,1,0,0.034026465028355386,0.034026465028355386,0.13610586011342155,0.17013232514177692,""
"Tobias Rau",1981,19,94,71,6130,68.1,1,5,1,0,0.01468189233278956,0.01468189233278956,0.0734094616639478,0.08809135399673736,""
"Tobias Sippel",1988,22,47,45,4199,46.6,0,0,0,0,0,0,0,0,""
"Tobias Strobl",1990,21,186,143,13152,146.2,1,9,1,0,0.006843065693430657,0.006843065693430657,0.061587591240875914,0.06843065693430657,""
"Tobias Weis",1985,23,98,79,6796,75.5,2,5,2,0,0.026486168334314303,0.026486168334314303,0.06621542083578576,0.09270158917010006,""
"Tobias Werner",1985,26,127,104,8747,97.2,24,18,24,0,0.24694180862009832,0.24694180862009832,0.18520635646507375,0.43214816508517206,""
"Tobias Willi",1979,19,153,129,10442,116,1,12,1,0,0.008619038498371959,0.008619038498371959,0.10342846198046352,0.11204750047883548,""
"Toby Alderweireld",1989,24,212,208,18487,205.5,10,4,10,0,0.048682858224698436,0.048682858224698436,0.019473143289879376,0.06815600151457782,""
"Toché",1983,20,32,11,1239,13.8,4,1,4,0,0.29055690072639223,0.29055690072639223,0.07263922518159806,0.3631961259079903,""
"Todd Cantwell",1998,21,45,35,2930,32.6,6,2,6,0,0.18430034129692832,0.18430034129692832,0.06143344709897611,0.24573378839590443,""
"Todor Nedelev",1993,20,2,0,17,0.2,0,0,0,0,0,0,0,0,""
"Toifilou Maoulida",1979,20,339,221,19928,221.2,68,9,66,2,0.30710558008831795,0.2980730630268968,0.04064632677639502,0.3387193898032918,""
"Tokelo Rantie",1990,24,3,0,41,0.5,0,0,0,0,0,0,0,0,""
"Tolcay Ciğerci",1995,19,1,0,18,0.2,0,0,0,0,0,0,0,0,""
"Tolga Ciğerci",1992,18,59,46,3896,43.3,1,5,1,0,0.023100616016427107,0.023100616016427107,0.11550308008213551,0.13860369609856263,""
"Tolgay Arslan",1990,18,136,102,8495,94.39999999999999,6,4,6,0,0.06356680400235433,0.06356680400235433,0.04237786933490288,0.10594467333725721,""
"Toluwalas Arokodare",2000,19,10,0,112,1.2,0,0,0,0,0,0,0,0,""
"Tom",1988,23,1,0,6,0.1,0,0,0,0,0,0,0,0,""
"Tom Cairney",1991,18,52,43,3850,42.8,3,2,3,0,0.07012987012987013,0.07012987012987013,0.046753246753246755,0.11688311688311688,""
"Tom Carroll",1992,20,94,56,5246,58.300000000000004,2,7,2,0,0.03431185665268776,0.03431185665268776,0.12009149828440717,0.15440335493709492,""
"Tom Cleverley",1989,20,235,181,15721,174.7,15,15,15,0,0.08587239997455633,0.08587239997455633,0.08587239997455633,0.17174479994911265,""
"Tom Cowan",1969,22,25,25,2180,24.2,0,0,0,0,0,0,0,0,""
"Tom Craddock",1986,18,4,1,104,1.1,0,0,0,0,0,0,0,0,""
"Tom Davies",1998,17,135,90,8130,90.4,6,5,6,0,0.06642066420664207,0.06642066420664207,0.055350553505535055,0.12177121771217712,""
"Tom De Mul",1986,21,9,4,355,3.9000000000000004,1,0,1,0,0.2535211267605634,0.2535211267605634,0,0.2535211267605634,""
"Tom Edwards",1999,18,6,6,481,5.3,0,0,0,0,0,0,0,0,""
"Tom Geißler",1983,21,15,0,350,3.9,0,0,0,0,0,0,0,0,""
"Tom Heaton",1986,28,116,116,10379,115.3,0,0,0,0,0,0,0,0,"*"
"Tom Huddlestone",1986,18,242,192,17748,197,11,24,10,1,0.055780933062880324,0.05070993914807302,0.12170385395537525,0.1724137931034483,""
"Tom Ince",1992,21,48,35,3164,35.1,3,1,3,0,0.08533501896333755,0.08533501896333755,0.028445006321112517,0.11378002528445007,""
"Tom James",1996,17,1,0,2,0,0,0,0,0,0,0,0,0,""
"Tom Krauß",2001,18,1,0,4,0,0,0,0,0,0,0,0,0,""
"Tom Lacoux",2002,18,21,13,1055,11.7,0,0,0,0,0,0,0,0,""
"Tom Lawrence",1994,19,4,1,123,1.4,0,0,0,0,0,0,0,0,""
"Tom Mickel",1989,26,2,2,180,2,0,0,0,0,0,0,0,0,""
"Tom Soares",1986,18,29,21,1963,21.8,0,2,0,0,0,0,0.09169638308711156,0.09169638308711156,""
"Tom Starke",1981,22,101,100,9038,100.4,0,0,0,0,0,0,0,0,""
"Tom Thorpe",1993,21,1,0,1,0,0,0,0,0,0,0,0,0,""
"Tom Trybull",1993,18,37,32,2535,28.2,1,2,1,0,0.03550295857988166,0.03550295857988166,0.07100591715976332,0.10650887573964497,""
"Tom Williamson",1984,16,1,0,1,0,0,0,0,0,0,0,0,0,""
"Toma Bašić",1996,21,94,69,5863,65.1,7,7,7,0,0.10745352208766842,0.10745352208766842,0.10745352208766842,0.21490704417533685,""
"Tomás",1979,19,10,5,494,5.5,0,0,0,0,0,0,0,0,""
"Tomás Alarcón",1999,18,19,15,1326,14.7,0,1,0,0,0,0,0.06787330316742082,0.06787330316742082,""
"Tomas Antonelius",1973,26,10,7,635,7.1,0,0,0,0,0,0,0,0,""
"Tomas Brolin",1969,25,32,30,2546,28.3,3,6,3,0,0.10604870384917518,0.10604870384917518,0.21209740769835037,0.31814611154752553,""
"Tomas Danilevičius",1978,22,58,22,2779,30.9,10,3,9,1,0.3238575026988125,0.29147175242893125,0.09715725080964376,0.388629003238575,""
"Tomáš Galásek",1973,33,78,77,6691,74.3,4,3,4,0,0.0538036167986848,0.0538036167986848,0.0403527125990136,0.0941563293976984,"*"
"Tomás Guzmán",1982,23,10,2,259,2.9,1,0,1,0,0.3474903474903475,0.3474903474903475,0,0.3474903474903475,""
"Tomás Hervás",1970,27,88,39,4355,48.4,6,3,6,0,0.12399540757749712,0.12399540757749712,0.06199770378874856,0.1859931113662457,"*"
"Tomáš Hubočan",1985,30,16,12,1156,12.9,0,0,0,0,0,0,0,0,"*"
"Tomáš Kalas",1993,20,2,2,180,2,0,0,0,0,0,0,0,0,""
"Tomáš Košický",1986,22,9,7,691,7.7,0,1,0,0,0,0,0.13024602026049203,0.13024602026049203,""
"Tomáš Koubek",1992,24,91,90,8145,90.5,0,0,0,0,0,0,0,0,""
"Tomas Locatelli",1976,22,245,189,15918,176.9,31,26,31,0,0.17527327553712777,0.17527327553712777,0.14700339238597812,0.3222766679231059,""
"Tomás Mejías",1989,21,1,0,8,0.1,0,0,0,0,0,0,0,0,""
"Tomáš Mičola",1988,21,18,10,868,9.6,1,2,1,0,0.10368663594470046,0.10368663594470046,0.2073732718894009,0.31105990783410137,""
"Tomás Olías",1969,29,62,56,5107,56.699999999999996,1,1,0,1,0.01762287056980615,0,0.01762287056980615,0.01762287056980615,"*"
"Tomáš Ostrák",2000,18,4,0,24,0.3,0,1,0,0,0,0,3.75,3.75,""
"Tomáš Pekhart",1989,22,89,59,5444,60.5,14,6,14,0,0.23144746509919178,0.23144746509919178,0.09919177075679647,0.33063923585598826,""
"Tomás Pina Isla",1987,21,293,232,20153,223.9,8,7,8,0,0.03572669081526324,0.03572669081526324,0.03126085446335533,0.06698754527861857,""
"Tomáš Řepka",1974,24,171,163,14465,160.7,0,1,0,0,0,0,0.006221914967162115,0.006221914967162115,""
"Tomás Rincón",1988,20,349,290,25928,288,9,16,9,0,0.031240357914224002,0.031240357914224002,0.05553841406973156,0.08677877198395556,""
"Tomáš Rosický",1980,19,319,250,22359,248.6,39,44,36,3,0.1569837649268751,0.14490809070173086,0.17710988863544883,0.3220179793371797,""
"Tomáš Sivok",1983,22,13,7,616,6.9,1,0,1,0,0.14610389610389612,0.14610389610389612,0,0.14610389610389612,""
"Tomáš Souček",1995,24,76,75,6697,74.5,17,2,17,0,0.22846050470359863,0.22846050470359863,0.026877706435717484,0.2553382111393161,""
"Tomás Tavares",2001,19,3,0,65,0.7,0,0,0,0,0,0,0,0,""
"Tomáš Ujfaluši",1978,22,320,317,28316,314.7,4,11,4,0,0.012713660121486085,0.012713660121486085,0.03496256533408674,0.047676225455572825,""
"Tomáš Vaclík",1989,29,71,71,6345,70.5,0,0,0,0,0,0,0,0,"*"
"Tomáš Votava",1974,25,50,46,3783,42,0,0,0,0,0,0,0,0,""
"Tomáš Zápotočný",1980,25,32,28,2333,25.9,0,0,0,0,0,0,0,0,""
"Tomaso Tatti",1972,27,8,2,102,1.1,1,0,1,0,0.8823529411764706,0.8823529411764706,0,0.8823529411764706,"*"
"Tomasz Bandrowski",1984,21,12,4,439,4.9,0,0,0,0,0,0,0,0,""
"Tomasz Hajto",1972,26,146,131,11701,130,7,7,4,3,0.05384155200410221,0.030766601145201265,0.05384155200410221,0.08460815314930348,""
"Tomasz Kłos",1973,26,87,73,6638,73.7,5,0,5,0,0.06779150346489907,0.06779150346489907,0,0.06779150346489907,""
"Tomasz Kos",1974,27,53,52,4619,51.3,0,0,0,0,0,0,0,0,"*"
"Tomasz Kupisz",1990,23,1,0,30,0.3,0,0,0,0,0,0,0,0,""
"Tomasz Kuszczak",1982,22,63,60,5543,61.7,0,0,0,0,0,0,0,0,""
"Tomasz Radzinski",1973,27,194,151,13705,152.3,36,21,36,0,0.23641006931776723,0.23641006931776723,0.13790587376869756,0.37431594308646476,"*"
"Tomasz Wałdoch",1971,28,141,137,12067,134.1,13,1,13,0,0.09695864755117262,0.09695864755117262,0.007458357503936355,0.10441700505510897,"*"
"Tomasz Wisio",1982,22,1,1,45,0.5,0,0,0,0,0,0,0,0,""
"Tomasz Zdebel",1973,30,144,128,10762,119.60000000000001,6,5,6,0,0.050176547110202564,0.050176547110202564,0.04181378925850213,0.0919903363687047,"*"
"Tomer Hemed",1987,24,116,81,7161,79.5,29,9,22,7,0.3644742354419774,0.2764976958525346,0.11311269375785504,0.38961038961038963,""
"Tomislav Dujmović",1981,30,12,9,714,7.9,1,0,1,0,0.12605042016806722,0.12605042016806722,0,0.12605042016806722,"*"
"Tomislav Erceg",1971,26,4,2,147,1.6,0,0,0,0,0,0,0,0,""
"Tomislav Gomelt",1995,25,2,0,19,0.2,0,0,0,0,0,0,0,0,""
"Tomislav Marić",1973,27,92,47,4937,54.8,32,9,27,5,0.5833502126797651,0.49220174194855176,0.1640672473161839,0.6562689892647356,"*"
"Tomislav Piplica",1969,31,117,117,10530,117,0,0,0,0,0,0,0,0,"*"
"Tomislav Rukavina",1974,24,12,8,609,6.8,0,0,0,0,0,0,0,0,""
"Tommaso Arrigoni",1994,17,13,8,768,8.5,0,0,0,0,0,0,0,0,""
"Tommaso Augello",1994,24,79,68,6122,68,2,5,2,0,0.02940215615811826,0.02940215615811826,0.07350539039529566,0.10290754655341391,""
"Tommaso Berni",1983,23,9,8,769,8.5,0,0,0,0,0,0,0,0,""
"Tommaso De Nipoti",2003,18,1,0,6,0.1,0,0,0,0,0,0,0,0,""
"Tommaso Dei",1976,21,1,0,11,0.1,0,0,0,0,0,0,0,0,""
"Tommaso Ghinassi",1987,20,1,0,21,0.2,0,0,0,0,0,0,0,0,""
